data_year,edition_year,source_order,iso3,country_name,source_country_name,rank,tied_rank,score,military_expenditure_index,military_personnel_index,heavy_weapons_index,trend_reference_year,score_change_2y,score_change_2y_pct,quality_flag,source_dataset_version,source_variables,row_sha256
2022,2023,74,HUN,Hungary,Hungary,74,0,102.0,1.13,0.36,1.29,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,f0a803aa9678b05cd51f96cd96939bb0aaf5d86364b09e28f4e8061d6e8e4322
2022,2023,75,NER,Niger,Niger,75,0,101.0,1.22,1.23,0.33,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,e5881be729e9f3ddb5ba1097efa3d44bd61469fd42bfa82d51fcdc8caecd6d1a
2022,2023,76,BFA,Burkina Faso,Burkina Faso,76,0,101.0,1.79,0.54,0.45,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,810a4df2bf3c2c8eb9b301aba8ff29b38e657796ec867e0bf615b2d0186c697f
2022,2023,77,BOL,Bolivia,Bolivia,77,0,100.0,1.1,0.81,0.85,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,feb1e0470204e1489c7d0b209ef49858a813f3ed53856a29e59d531ecaed615d
2022,2023,78,PRT,Portugal,Portugal,78,0,100.0,0.99,0.43,1.31,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,227845dd3f7372cb653f577f4dbd805988ef6989a316cd9c41f3fc4137b01798
2022,2023,79,IND,India,India,79,0,99.0,1.79,0.48,0.44,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,ed250755ef59644a7a70f8774cc7cc11389f225aa7d535506d02b3522f28dde0
2022,2023,80,CZE,Czechia,Czech Republic,80,0,98.0,1.01,0.23,1.45,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,d932f86fa17043536d876f392d6744499553eb219a6f90c6a39e901d86ef612d
2022,2023,81,ESP,Spain,Spain,81,0,96.0,1.05,0.38,1.21,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,1da839674e5c4699b71406e9eb9bf8f262260ce59b6abdd3c1d768f66e9f1195
2022,2023,82,PER,Peru,Peru,82,0,96.0,0.94,0.63,1.06,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,e40d36fb428387138e065a3bb6a9223ff454b4fc04ed1c9d8915163052cd3165
2022,2023,83,SEN,Senegal,Senegal,83,0,94.0,1.21,0.76,0.63,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,2c78390f548b372cbb5648777fe89d627a482f802a9bf5191058a46337acd73b
2022,2023,84,GNQ,Equatorial Guinea,Equatorial Guinea,84,0,93.0,0.99,0.4,1.17,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,42aa8673b1816450be96b8f5814103bd29867df0e2c2b57840a855b73c6a49f8
2022,2023,85,NLD,Netherlands,Netherlands,85,0,92.0,1.1,0.24,1.19,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,9fa180521cead753642a3001cd6e1f8a41291bd040a6a306a49250b4bfa2a820
2022,2023,86,SLV,El Salvador,El Salvador,86,0,91.0,0.99,0.75,0.77,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,5480024051fe74c99be8dec687c71b003e505505e171e30a030a9535866f8474
2022,2023,87,CAF,Central African Republic,Central African Republic,87,0,91.0,1.18,1.0,0.34,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,fdd46a1311d47a8218a458ab6aaa7523e346a520139b2998d0370052f25bbf7b
2022,2023,88,BEL,Belgium,Belgium,88,0,91.0,0.9,0.18,1.43,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,c6d93dbaaf098f31b05590d958a54bdb7f433f42fd705e4b1ab2051bbbe013d2
2022,2023,89,GIN,Guinea,Guinea,89,0,90.0,1.5,0.49,0.49,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,6e89370bf82a462237b98eb37dbbca60a6075c961e047764a7edf48e2f9a0438
2022,2023,90,ECU,Ecuador,Ecuador,90,0,90.0,1.39,0.36,0.72,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,e3ab1dc02d8c0c44d11532fa63eae13757721a3b2570177f5c4509e4a6ec6fd5
2022,2023,91,KAZ,Kazakhstan,Kazakhstan,91,0,88.0,0.54,0.35,1.54,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,adbcb1df33f13713927ab73dbe9a1221bc8f05ac4d6f4b982b58dab6d8664691
2022,2023,92,NIC,Nicaragua,Nicaragua,92,0,87.0,0.49,0.43,1.47,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,24314d953586a0718e8fd3fedc81b1b22f5ffe7ec9ad9fbebaac6903130fbd5a
2022,2023,93,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,93,0,87.0,0.69,0.18,1.29,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,fd763b725fe3c57bd84503a7de7150ce260daddb9440d786a009e28fbc91cb6e
2022,2023,94,CAN,Canada,Canada,94,0,87.0,0.93,0.25,1.21,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,63f22f46fb19d0d76a5bc4f4c60b3033c3a25b012c57c78391dc807fb791e784
2022,2023,95,MYS,Malaysia,Malaysia,95,0,86.0,0.88,0.48,1.01,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,4544f1c2f207880a79606fa0cd8fb614252b440ba21565f6db856f4895c9182e
2022,2023,96,MDA,Moldova,Moldova,96,0,86.0,0.32,0.39,1.66,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,cd7f79eaf156a372345a62798fc113574f39b136601eb68443bdccc0a55ac43d
2022,2023,97,AUT,Austria,Austria,97,0,85.0,0.65,0.32,1.38,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,00baa0d8f6b1e521eaea7270d3d3362ba9e44f7965f340e61f74d3b54b4ec859
2022,2023,98,DEU,Germany,Germany,98,0,85.0,1.0,0.22,1.13,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,81d13c999429167126e38dca418770ffb1d8045457d38b22514929c0667f069d
2022,2023,99,ETH,Ethiopia,Ethiopia,99,0,84.0,0.87,1.19,0.26,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,cebcbf0609bb0b89616ccbf9253423041d7898033d706782652ccff1459f2064
2022,2023,100,LUX,Luxembourg,Luxembourg,100,0,83.0,0.66,0.2,1.44,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,933bbcfc055033ad9fce6749f37064add5e6ccf6bea695d5326f0c64e081b348
2022,2023,101,MOZ,Mozambique,Mozambique,101,0,81.0,1.11,0.46,0.65,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,f330bae9c0314f6420e657443c0d6711cb68173a3c13ecbf550f4753900b0146
2022,2023,102,ALB,Albania,Albania,102,0,80.0,1.17,0.36,0.68,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,64f057918a24da73268484252546ab68aa1f2e002157487b37a20b7264522e43
2022,2023,103,CHN,China,China,103,0,80.0,1.21,0.24,0.75,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,4a784f30d4fccd4d0854a111821d12a8cef74e8b3ca6126676ba44bec14f4af2
2022,2023,104,FJI,Fiji,Fiji,104,0,78.0,1.18,0.26,0.5,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,64d743624b3f0280961faf7e59b441f6f771838b38300825cddff33b026cb0d9
2022,2023,105,CMR,Cameroon,Cameroon,105,0,74.0,0.89,0.7,0.47,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,82f7a0125a27ba5fd5969aeb37b66f75e86bcacc90be843f273d738e22367453
2022,2023,106,SWZ,Eswatini,Swaziland,106,0,73.0,1.21,0.0,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,0195fb0376e82f0e7f6d2838b4aa8c503ad1a2df20ba7cbf0b46064651aaee94
2022,2023,107,HND,Honduras,Honduras,107,0,73.0,1.1,0.61,0.3,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,cda143cabf44942e2730d64d1b17fdc55422741cfc8cff5156bf5b3ae7471486
2022,2023,108,NPL,Nepal,Nepal,108,0,73.0,0.96,0.62,0.43,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,f42f374b2058a7f590bd6c04169525179fa32201a6d52a4e9dea1224749da3c0
2022,2023,109,ZWE,Zimbabwe,Zimbabwe,109,0,72.0,0.47,0.92,0.59,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,69cc5ba3d01c3ae646bbcd3a80c46a5ab96b81a3db8567263b1c638d82f10c6e
2022,2023,110,ZMB,Zambia,Zambia,110,0,70.0,0.98,0.4,0.57,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,7894330085303735adfa63255bbf41f38e04efb1cdc85141022211aee6afa7be
2022,2023,111,AFG,Afghanistan,Afghanistan,111,0,70.0,1.17,0.75,0.01,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,2f1fbc1e1b7d449d309a360bd1127cf4e0df6a7694e88361f5325e235a43baea
2022,2023,112,TZA,Tanzania,Tanzania,112,0,69.0,0.99,0.66,0.27,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,fa0256845164d7f81683d8b9c4278046aeded095e464ebb25727e0d311e43eec
2022,2023,113,JAM,Jamaica,Jamaica,113,0,68.0,1.03,0.53,0.33,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,308eebf8f81704256bf06b35762e5bedfc8deed78070f5dc9e1b02c83d566450
2022,2023,114,BRA,Brazil,Brazil,114,0,68.0,0.83,0.48,0.57,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,2543c3a22376582ec66dec0745cf8b8a6c315dc8ec17016892169ef37ea7ef4c
2022,2023,115,NZL,New Zealand,New Zealand,115,0,68.0,0.91,0.2,0.77,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,d21f96aa9d9f8e3ca80f0cb9304af7d0928490d9e9d5bb096368faeaa8270742
2022,2023,116,ZAF,South Africa,South Africa,116,0,68.0,0.65,0.31,0.92,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,fe216f069eda37ce1d4552e3816d6bac86521e8229c0342f80fc3d37b0272ae1
2022,2023,117,JPN,Japan,Japan,117,0,68.0,0.84,0.26,0.77,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,a7ee1a12237e47d4ba4b51263c266a4a6dbc062206ae68bb350e3422c2f8c340
2022,2023,118,BGD,Bangladesh,Bangladesh,118,0,68.0,1.09,0.36,0.43,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,b4a7f9f9c0568e7b3da7b49d4ba49c69135154e661af652fc3fad9046c7573a6
2022,2023,119,BEN,Benin,Benin,119,0,67.0,0.63,0.89,0.33,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,bb3b2260992206e88e3d585b713d31606abeca89203339345672ec9d3a3a4500
2022,2023,120,TJK,Tajikistan,Tajikistan,120,0,63.0,0.83,0.1,0.64,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,d17d55855836c2e7cfcca98502b55a09bf28021424a3c0c40782dcb5763260dc
2022,2023,121,CIV,Côte d’Ivoire,Cote D'Ivoire,121,0,62.0,0.84,0.58,0.3,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,4d433a4e89eea21ac8f606199722075adbc9f4eafe7fd9152aa9851437a122c5
2022,2023,122,DOM,Dominican Republic,Dominican Republic,122,0,60.0,0.68,0.77,0.22,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,b55b93acd364559c86fd02195d4ef573eeb22c2b914aaabbaeb0a59ab7562583
2022,2023,123,KEN,Kenya,Kenya,123,0,59.0,0.9,0.35,0.4,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,6b7ed3f9af9d07f2b630a79f2c69e4cb63b2181263ea9875f6e8765549ff1468
2022,2023,124,IDN,Indonesia,Indonesia,124,0,59.0,0.71,0.53,0.4,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,80c1db862d4bdc6db63ee5d199a4ec75bdd8e7ae781ca8c945051a19a56250a9
2022,2023,125,PRY,Paraguay,Paraguay,125,0,59.0,0.72,0.61,0.31,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,2ed0922cb3cc75e128bb7f86d94be9e22b310879e3715082941f97e06c5561fa
2022,2023,126,GMB,Gambia,Gambia,126,0,59.0,0.75,0.88,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,b1aeeab3b628cdf4183086e47adfe88d654ddb6ed5fdee5161ec08fab269ebf3
2022,2023,127,LBR,Liberia,Liberia,127,0,58.0,0.96,0.6,0.04,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,f559fb5774d88e8ad4cab0bf86e8757b138007f65133f0f00c0c176038409fed
2022,2023,128,LSO,Lesotho,Lesotho,128,0,58.0,1.04,0.33,0.22,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,45f769fc928820da1c7a2db9f01d676ef1460f24500a1f141efcf6ffb2867f7c
2022,2023,129,PHL,Philippines,Philippines,129,0,56.0,0.86,0.34,0.36,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,3426d41a2b3d56ff99ff715d6c27cadcd87a5af8518f317bfe039cee38f77053
2022,2023,130,SYC,Seychelles,Seychelles,130,0,56.0,1.07,0.49,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,2c21ee16d8e93ee743660e8d437a271d98664e48fe2dcb56ba17204eec47a806
2022,2023,131,MWI,Malawi,Malawi,131,0,55.0,0.61,0.77,0.14,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,59f0fb767ad0bf8d35e2e21ef288c45a889c34f27dffe8b03f47234ca295b087
2022,2023,132,ARG,Argentina,Argentina,132,0,55.0,0.39,0.23,0.9,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,242d01cd753a85eeca218f486b73eaf2602c5cfd0d41968870c9f8dd0b403145
2022,2023,133,GUY,Guyana,Guyana,133,0,54.0,0.55,0.58,0.38,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,36c2db5e75636ce234c6cf603879170b295f0284993abd70025934ca3998e81d
2022,2023,134,BLZ,Belize,Belize,134,0,53.0,0.75,0.73,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,3f4d4892df6f2b90fdff7ef2faf5617ba74ffea6f91c19204c031983aa79551e
2022,2023,135,NGA,Nigeria,Nigeria,135,0,53.0,0.66,0.39,0.43,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,02e6e34edff3c49bfb053bdbf498e81f7fea8224d38c7335dab7cc14a1c4b026
2022,2023,136,MEX,Mexico,Mexico,136,0,50.0,0.57,0.34,0.48,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,64c22b8b634c84a7ddafca8cd17c32fa58898f4b393d0be70c2249db43a90b43
2022,2023,137,SLE,Sierra Leone,Sierra Leone,137,0,50.0,0.55,0.77,0.07,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,706c107504981cab0f42c4050cddfe3ebf4805c191da9fa6096adcbad13ce3db
2022,2023,138,COD,Democratic Republic of the Congo,"Congo, Democratic Republic of the",138,0,50.0,0.59,0.5,0.3,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,5cbd710b4d5e4ee0d4557f900be0dd199642267c9d81f03d755e0f5d209372f9
2022,2023,139,TLS,Timor-Leste,Timor-Leste,139,0,45.0,0.87,0.4,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,066ed448ef487144b54eac4aa9ea3d1f108489c806af17583f6f6c887c231de9
2022,2023,140,GTM,Guatemala,Guatemala,140,0,45.0,0.46,0.43,0.37,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,bc3f17108a467d9ca39f68f8bb40c95d87dc75c57f6e5b7c634ce9e1e2deb2d8
2022,2023,141,MDG,Madagascar,Madagascar,141,0,45.0,0.65,0.47,0.13,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,6f4495d41ce0c3e7ddee8dc5f0e564c2e55d07253a7ae056ac1a02155bbe4c70
2022,2023,142,IRL,Ireland,Ireland,142,0,45.0,0.24,0.17,0.84,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,5551f01e5624a8dd5a7a76ccde33990d6842e0439ece16351c1a8f35d6cf200f
2022,2023,143,GHA,Ghana,Ghana,143,0,41.0,0.38,0.38,0.37,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,5407819856462fa410ceaadbfa167e4edf6183d06161a738797c5bce93448221
2022,2023,144,CPV,Cabo Verde,Cape Verde,144,0,34.0,0.53,0.44,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,facda9c89f8323a8977aa2a2ff1f965b79d6cfcc207b7ffe8a5790276f9a3c41
2022,2023,145,TTO,Trinidad and Tobago,Trinidad and Tobago,145,0,34.0,0.64,0.32,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,64b42c525e93db6e02d921b39293059e189465d0fb4d5e487bb8967992766055
2022,2023,146,PNG,Papua New Guinea,Papua New Guinea,146,0,33.0,0.4,0.55,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,70ca4c756064ffc9c3f4ea88c99a77884fe572b0a67d31023f7519b2add069c8
2022,2023,147,MUS,Mauritius,Mauritius,147,0,33.0,0.18,0.25,0.51,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,43427156e42238b8b09e6f173d4462f4c800385289fb383f4b00be44ba19ad0c
2022,2023,148,MLT,Malta,Malta,148,0,26.0,0.46,0.29,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,1b4ca806e790dc3a4d7671c4e5de3c95c4d3d1817d4bbdd51541895ad653fa32
2022,2023,149,HTI,Haiti,Haiti,149,0,4.0,0.09,0.07,0.0,,,,secondary_snapshot_cc_by_sa_official_reference_locked,Wikipedia oldid 1359299505 / BICC GMI ranking year 2022,published_rank|gmi|military_expenditure_index|people_index|heavy_weapons_index,641408585e262bb6ab74cfb1d21e628efdb006a0c53a89f0a5a1f93db4c313c5
